"id","Date","title","gender","organisationUnit","tenure","employmentStatus","basePay","bonus","education","age","perfEval","disability","raceEthnicity","veteran","dutyStation","supervisor"
505,2017-01-28,"Software Engineer","M","Engineering",5,"FT",88482,7385,"Masters",33,3,0,"white",0,NA,NA
506,2017-01-28,"Data Scientist","F","Management",4,"FT",78623,9012,"Masters",30,3,0,"white",0,NA,NA
507,2017-01-28,"Sales Associate","M","Management",5,"FT",80135,9007,"High School",39,3,0,"african american",0,NA,NA
508,2017-01-28,"Warehouse Associate","F","Sales",1,"FT",106158,7654,"High School",49,2,0,"white",0,NA,NA
509,2017-01-28,"Graphic Designer","F","Engineering",1,"FT",89411,9522,"College",41,3,0,"white",0,NA,NA
510,2017-01-28,"Graphic Designer","M","Sales",5,"FT",57398,7827,"Masters",29,3,0,"white",0,NA,NA
511,2017-01-28,"Marketing Associate","F","Sales",2,"FT",95687,7279,"College",42,5,0,"white",1,NA,NA
512,2017-01-28,"Graphic Designer","F","Operations",1,"FT",120294,8090,"Masters",41,4,0,"white",1,NA,NA
513,2017-01-28,"Manager","M","Sales",1,"FT",107140,8199,"College",47,5,1,"african american",0,NA,NA
514,2017-01-28,"Financial Analyst","F","Operations",2,"FT",76773,7278,"College",35,1,0,"white",0,NA,NA
515,2017-01-28,"Data Scientist","F","Engineering",3,"FT",98010,8210,"Masters",34,5,0,"asian",1,NA,NA
516,2017-01-28,"Data Scientist","F","Management",1,"FT",91099,8306,"PhD",32,3,0,"white",0,NA,NA
517,2017-01-28,"Financial Analyst","M","Management",2,"FT",89559,8338,"College",41,3,0,"white",0,NA,NA
518,2017-01-28,"Software Engineer","M","Management",2,"FT",120156,7200,"College",48,3,0,"white",0,NA,NA
519,2017-01-28,"Driver","M","Engineering",4,"FT",102966,8978,"College",45,3,0,"white",0,NA,NA
520,2017-01-28,"Marketing Associate","F","Sales",3,"FT",128970,7346,"Masters",41,4,0,"white",0,NA,NA
521,2017-01-28,"Warehouse Associate","F","Management",5,"FT",121376,7832,"High School",49,2,0,"african american",0,NA,NA
522,2017-01-28,"Financial Analyst","M","Administration",2,"FT",112941,7404,"Masters",38,2,0,"white",0,NA,NA
523,2017-01-28,"Graphic Designer","M","Engineering",1,"FT",102736,9736,"College",45,4,0,"white",0,NA,NA
524,2017-01-28,"Driver","F","Management",1,"FT",64008,7185,"High School",37,3,0,"white",0,NA,NA
525,2017-01-28,"IT","M","Engineering",2,"FT",90024,7350,"Masters",34,3,0,"white",0,NA,NA
526,2017-01-28,"Financial Analyst","F","Management",2,"FT",129406,7280,"Masters",41,3,0,"native american",0,NA,NA
527,2017-01-28,"IT","F","Operations",2,"FT",54245,8245,"College",30,3,0,"white",0,NA,NA
528,2017-01-28,"Marketing Associate","F","Administration",1,"FT",67530,9311,"College",32,2,0,"african american",0,NA,NA
529,2017-01-28,"Graphic Designer","M","Sales",5,"FT",75506,9289,"College",33,2,0,"white",0,NA,NA
530,2017-01-28,"Graphic Designer","F","Engineering",1,"FT",81826,8375,"College",37,2,1,"white",0,NA,NA
531,2017-01-28,"Software Engineer","F","Operations",1,"FT",65711,7789,"College",32,5,1,"white",0,NA,NA
532,2017-01-28,"Sales Associate","M","Management",6,"FT",61164,6346,"College",31,5,1,"white",0,NA,NA
533,2017-01-28,"Driver","F","Administration",1,"FT",73801,8317,"High School",37,2,0,"african american",1,NA,NA
534,2017-01-28,"Manager","M","Administration",3,"FT",157410,7840,"College",48,2,0,"asian",0,NA,NA
535,2017-01-28,"Graphic Designer","M","Operations",3,"FT",50601,7351,"College",30,3,0,"white",0,NA,NA
536,2017-01-28,"Data Scientist","M","Engineering",2,"FT",65907,7668,"College",32,2,0,"white",0,NA,NA
537,2017-01-28,"Data Scientist","M","Sales",2,"FT",80937,8335,"College",38,3,0,"white",0,NA,NA
538,2017-01-28,"Driver","M","Administration",4,"FT",90330,7022,"College",41,2,0,"white",0,NA,NA
539,2017-01-28,"Sales Associate","F","Operations",3,"FT",93268,7657,"College",41,5,1,"white",0,NA,NA
540,2017-01-28,"IT","M","Administration",4,"FT",109345,7791,"College",47,3,0,"white",0,NA,NA
541,2017-01-28,"Software Engineer","M","Engineering",5,"FT",66084,7769,"Masters",29,3,0,"african american",0,NA,NA
542,2017-01-28,"Financial Analyst","M","Operations",4,"FT",98900,7960,"Masters",35,5,0,"white",0,NA,NA
543,2017-01-28,"IT","M","Engineering",3,"FT",78113,9335,"College",36,4,0,"white",0,NA,NA
544,2017-01-28,"Software Engineer","M","Engineering",6,"FT",130826,9694,"Masters",41,2,1,"african american",0,NA,NA
545,2017-01-28,"Sales Associate","M","Engineering",6,"FT",85928,7229,"College",40,2,0,"white",1,NA,NA
546,2017-01-28,"IT","M","Operations",1,"FT",98515,9090,"College",43,1,0,"white",1,NA,NA
547,2017-01-28,"Graphic Designer","F","Administration",3,"FT",103133,7793,"College",45,3,1,"white",0,NA,NA
548,2017-01-28,"Marketing Associate","F","Sales",2,"FT",69254,8609,"College",33,2,0,"white",0,NA,NA
549,2017-01-28,"Graphic Designer","M","Sales",2,"FT",114680,8472,"College",48,5,0,"white",0,NA,NA
550,2017-01-28,"Driver","M","Engineering",4,"FT",92687,7634,"High School",49,4,0,"white",0,NA,NA
551,2017-01-28,"Graphic Designer","M","Engineering",2,"FT",72301,8391,"College",34,1,0,"white",0,NA,NA
552,2017-01-28,"Financial Analyst","M","Administration",6,"FT",67749,8517,"College",32,1,1,"white",0,NA,NA
553,2017-01-28,"Data Scientist","F","Management",1,"FT",97000,7757,"Masters",34,3,0,"white",0,NA,NA
554,2017-01-28,"Manager","M","Operations",2,"FT",104526,7253,"High School",49,1,1,"white",0,NA,NA
555,2017-01-28,"Data Scientist","M","Management",4,"FT",80494,8449,"Masters",30,1,0,"white",0,NA,NA
556,2017-01-28,"Financial Analyst","F","Operations",1,"FT",40341,7320,"College",27,2,0,"white",0,NA,NA
557,2017-01-28,"Software Engineer","M","Engineering",1,"FT",74316,8761,"College",34,4,0,"white",0,NA,NA
558,2017-01-28,"IT","F","Sales",2,"FT",102247,8307,"PhD",36,2,1,"african american",0,NA,NA
559,2017-01-28,"Driver","M","Sales",1,"FT",104657,6839,"College",46,3,0,"white",0,NA,NA
560,2017-01-28,"Warehouse Associate","F","Engineering",2,"FT",92722,8010,"High School",49,1,1,"white",0,NA,NA
561,2017-01-28,"Sales Associate","F","Management",2,"FT",72120,9084,"College",34,3,0,"white",1,NA,NA
562,2017-01-28,"Warehouse Associate","F","Operations",4,"FT",62260,7740,"College",32,2,0,"white",0,NA,NA
563,2017-01-28,"Manager","M","Engineering",2,"FT",123422,8894,"High School",49,5,0,"white",0,NA,NA
564,2017-01-28,"Warehouse Associate","M","Sales",6,"FT",62097,7075,"College",32,3,0,"white",0,NA,NA
565,2017-01-28,"Data Scientist","M","Management",3,"FT",102910,8335,"College",45,3,0,"white",0,NA,NA
566,2017-01-28,"Data Scientist","F","Engineering",3,"FT",84021,9111,"Masters",33,4,0,"white",0,NA,NA
567,2017-01-28,"Warehouse Associate","F","Operations",6,"FT",37026,8636,"High School",28,2,0,"white",1,NA,NA
568,2017-01-28,"Driver","M","Operations",1,"FT",56318,8407,"High School",34,3,1,"white",0,NA,NA
569,2017-01-28,"IT","M","Operations",5,"FT",64958,7910,"College",32,3,0,"white",0,NA,NA
570,2017-01-28,"Data Scientist","F","Operations",4,"FT",55954,7999,"College",30,2,1,"white",0,NA,NA
571,2017-01-28,"Graphic Designer","F","Sales",5,"FT",108820,7776,"PhD",37,3,0,"african american",0,NA,NA
572,2017-01-28,"IT","F","Operations",1,"FT",100014,8621,"College",45,5,0,"white",0,NA,NA
573,2017-01-28,"Driver","M","Operations",1,"FT",88213,8581,"College",40,2,0,"other",0,NA,NA
574,2017-01-28,"Sales Associate","F","Sales",4,"FT",108288,7491,"College",47,3,0,"white",0,NA,NA
575,2017-01-28,"Driver","M","Sales",1,"FT",100859,8388,"High School",49,5,0,"white",0,NA,NA
576,2017-01-28,"Financial Analyst","F","Administration",4,"FT",114007,9248,"College",47,2,0,"white",0,NA,NA
577,2017-01-28,"Warehouse Associate","M","Management",2,"FT",83025,8105,"High School",45,3,0,"african american",0,NA,NA
578,2017-01-28,"IT","M","Administration",5,"FT",95964,9147,"Masters",35,2,0,"white",0,NA,NA
579,2017-01-28,"Warehouse Associate","F","Administration",4,"FT",94973,7885,"College",42,2,0,"white",0,NA,NA
580,2017-01-28,"Graphic Designer","M","Sales",4,"FT",102108,8339,"College",45,1,0,"white",0,NA,NA
581,2017-01-28,"Data Scientist","M","Sales",4,"FT",60736,7873,"Masters",28,3,0,"white",0,NA,NA
582,2017-01-28,"IT","M","Operations",1,"FT",82126,6971,"College",39,3,0,"african american",0,NA,NA
583,2017-01-28,"Financial Analyst","M","Operations",4,"FT",69878,8389,"Masters",29,3,1,"white",1,NA,NA
584,2017-01-28,"IT","F","Sales",2,"FT",37780,8443,"College",26,2,1,"white",0,NA,NA
585,2017-01-28,"Graphic Designer","M","Management",5,"FT",132873,7266,"Masters",41,2,1,"white",0,NA,NA
586,2017-01-28,"Financial Analyst","M","Operations",4,"FT",65164,7827,"College",32,2,1,"white",0,NA,NA
587,2017-01-28,"IT","F","Administration",1,"FT",121210,7949,"Masters",41,3,0,"asian",0,NA,NA
588,2017-01-28,"Graphic Designer","F","Engineering",1,"FT",95169,7415,"Masters",35,2,0,"white",0,NA,NA
589,2017-01-28,"Sales Associate","M","Management",2,"FT",94492,8209,"College",42,4,1,"white",0,NA,NA
590,2017-01-28,"Driver","F","Operations",4,"FT",75901,7402,"College",35,2,0,"white",0,NA,NA
591,2017-01-28,"Sales Associate","M","Operations",2,"FT",100463,6332,"College",45,3,0,"african american",0,NA,NA
592,2017-01-28,"Sales Associate","F","Operations",4,"FT",92276,9551,"Masters",34,4,1,"white",0,NA,NA
593,2017-01-28,"Driver","F","Engineering",6,"FT",92458,6966,"College",44,1,1,"white",0,NA,NA
594,2017-01-28,"Graphic Designer","M","Administration",6,"FT",88571,7464,"College",41,4,0,"white",0,NA,NA
595,2017-01-28,"Financial Analyst","M","Management",4,"FT",87409,7168,"Masters",34,3,0,"white",0,NA,NA
596,2017-01-28,"Warehouse Associate","M","Sales",5,"FT",133927,8278,"College",48,2,1,"white",0,NA,NA
597,2017-01-28,"Manager","M","Sales",1,"FT",90482,7094,"College",42,5,0,"white",0,NA,NA
598,2017-01-28,"Marketing Associate","F","Sales",1,"FT",87435,9230,"College",40,3,0,"asian",0,NA,NA
599,2017-01-28,"Graphic Designer","F","Operations",5,"FT",130251,7750,"College",47,3,0,"african american",0,NA,NA
600,2017-01-28,"Manager","F","Management",2,"FT",106560,7257,"College",46,4,0,"white",0,NA,NA
601,2017-01-28,"Software Engineer","M","Operations",2,"FT",107366,7774,"College",47,2,0,"african american",0,NA,NA
602,2017-01-28,"Warehouse Associate","F","Sales",2,"FT",56172,7739,"College",30,3,0,"african american",0,NA,NA
603,2017-01-28,"Marketing Associate","F","Sales",2,"FT",58807,7316,"College",31,4,1,"african american",1,NA,NA
604,2017-01-28,"Financial Analyst","F","Sales",1,"FT",126626,7144,"Masters",41,2,0,"white",0,NA,NA
605,2017-01-28,"Manager","F","Sales",5,"FT",104202,8456,"College",46,3,1,"white",0,NA,NA
606,2017-01-28,"Warehouse Associate","M","Operations",2,"FT",77793,8093,"College",36,3,0,"white",0,NA,NA
607,2017-01-28,"Warehouse Associate","M","Operations",3,"FT",84930,6914,"High School",44,3,0,"white",1,NA,NA
608,2017-01-28,"Driver","M","Engineering",5,"FT",69367,6378,"College",33,3,0,"white",0,NA,NA
609,2017-01-28,"Graphic Designer","M","Operations",4,"FT",116751,8505,"Masters",38,2,0,"white",0,NA,NA
610,2017-01-28,"Software Engineer","M","Administration",1,"FT",139841,7641,"Masters",42,2,0,"african american",1,NA,NA
611,2017-01-28,"Driver","F","Administration",6,"FT",78750,6666,"College",36,5,0,"white",0,NA,NA
612,2017-01-28,"Warehouse Associate","F","Administration",2,"FT",93306,8265,"College",41,3,0,"white",0,NA,NA
613,2017-01-28,"Financial Analyst","M","Operations",6,"FT",60892,8462,"Masters",29,3,0,"asian",0,NA,NA
614,2017-01-28,"Graphic Designer","M","Engineering",5,"FT",99543,6111,"Masters",37,4,0,"white",1,NA,NA
615,2017-01-28,"Sales Associate","F","Operations",4,"FT",56745,6495,"College",31,4,0,"african american",0,NA,NA
616,2017-01-28,"Data Scientist","F","Operations",4,"FT",59458,7939,"College",31,3,0,"white",0,NA,NA
617,2017-01-28,"Driver","F","Sales",4,"FT",71824,6397,"High School",38,4,1,"white",0,NA,NA
618,2017-01-28,"Software Engineer","M","Operations",4,"FT",111903,6824,"College",46,1,0,"white",0,NA,NA
619,2017-01-28,"IT","M","Sales",2,"FT",104361,7813,"College",46,3,0,"white",0,NA,NA
620,2017-01-28,"Warehouse Associate","F","Sales",4,"FT",91568,7139,"College",45,4,0,"white",0,NA,NA
621,2017-01-28,"Software Engineer","M","Engineering",2,"FT",155834,7101,"Masters",42,2,0,"white",0,NA,NA
622,2017-01-28,"Financial Analyst","M","Sales",4,"FT",83620,7864,"College",39,4,0,"white",0,NA,NA
623,2017-01-28,"Marketing Associate","F","Administration",5,"FT",81995,7840,"College",39,4,0,"african american",0,NA,NA
624,2017-01-28,"Graphic Designer","F","Sales",2,"FT",66125,8465,"College",33,1,0,"white",0,NA,NA
625,2017-01-28,"Driver","M","Engineering",5,"FT",89678,7778,"College",41,5,0,"white",0,NA,NA
626,2017-01-28,"Sales Associate","F","Operations",1,"FT",98321,8980,"Masters",34,4,0,"white",0,NA,NA
627,2017-01-28,"Manager","M","Management",4,"FT",109346,7730,"College",47,2,0,"white",0,NA,NA
628,2017-01-28,"Manager","F","Sales",1,"FT",155203,7808,"Masters",42,2,0,"white",0,NA,NA
629,2017-01-28,"IT","M","Management",3,"FT",98100,7460,"Masters",34,3,1,"african american",1,NA,NA
630,2017-01-28,"Data Scientist","F","Management",1,"FT",73306,7765,"Masters",30,2,0,"white",0,NA,NA
631,2017-01-28,"Driver","M","Engineering",2,"FT",68797,7817,"College",33,4,0,"white",0,NA,NA
632,2017-01-28,"Financial Analyst","M","Management",5,"FT",120154,6751,"College",48,3,0,"white",0,NA,NA
633,2017-01-28,"Warehouse Associate","F","Sales",4,"FT",76865,8145,"College",35,3,0,"white",0,NA,NA
634,2017-01-28,"Graphic Designer","F","Management",5,"FT",125770,8013,"PhD",39,5,0,"white",0,NA,NA
635,2017-01-28,"Financial Analyst","F","Administration",2,"FT",119931,8400,"College",48,3,0,"white",0,NA,NA
636,2017-01-28,"Marketing Associate","F","Operations",5,"FT",71794,6685,"Masters",30,3,0,"white",0,NA,NA
637,2017-01-28,"Driver","F","Management",5,"FT",87998,7028,"College",40,3,0,"african american",0,NA,NA
638,2017-01-28,"Software Engineer","M","Administration",5,"FT",140445,7905,"College",48,2,0,"white",0,NA,NA
639,2017-01-28,"Warehouse Associate","M","Administration",4,"FT",85306,7735,"College",37,2,0,"white",0,NA,NA
640,2017-01-28,"Sales Associate","F","Operations",6,"FT",77275,7089,"High School",39,1,0,"white",0,NA,NA
641,2017-01-28,"Manager","M","Sales",2,"FT",143887,7622,"PhD",40,4,0,"white",0,NA,NA
642,2017-01-28,"Driver","F","Sales",1,"FT",130720,7246,"High School",49,2,0,"white",0,NA,NA
643,2017-01-28,"Software Engineer","F","Sales",5,"FT",86675,7947,"Masters",34,3,1,"white",0,NA,NA
644,2017-01-28,"Graphic Designer","F","Operations",4,"FT",56954,7550,"College",31,1,0,"white",0,NA,NA
645,2017-01-28,"IT","M","Operations",1,"FT",133472,8688,"Masters",41,4,0,"white",0,NA,NA
646,2017-01-28,"Data Scientist","M","Administration",4,"FT",62753,7242,"Masters",29,3,0,"african american",0,NA,NA
647,2017-01-28,"Sales Associate","M","Operations",3,"FT",128173,8360,"Masters",41,3,0,"white",0,NA,NA
648,2017-01-28,"Software Engineer","F","Engineering",2,"FT",112491,8727,"College",46,2,0,"asian",0,NA,NA
649,2017-01-28,"Marketing Associate","F","Operations",5,"FT",36548,8090,"College",26,2,0,"white",0,NA,NA
650,2017-01-28,"Driver","F","Engineering",3,"FT",88781,6413,"College",41,5,1,"white",0,NA,NA
651,2017-01-28,"Software Engineer","M","Management",5,"FT",157852,6669,"PhD",40,3,0,"white",0,NA,NA
652,2017-01-28,"Financial Analyst","M","Operations",5,"FT",113730,6578,"PhD",36,4,0,"white",0,NA,NA
653,2017-01-28,"Driver","M","Management",6,"FT",68403,6893,"College",33,2,0,"asian",0,NA,NA
654,2017-01-28,"Manager","M","Sales",5,"FT",176789,6773,"PhD",40,5,1,"white",0,NA,NA
655,2017-01-28,"Data Scientist","F","Sales",5,"FT",129226,6912,"Masters",41,4,0,"white",1,NA,NA
656,2017-01-28,"Graphic Designer","M","Engineering",6,"FT",59399,6692,"College",31,3,1,"white",0,NA,NA
657,2017-01-28,"Sales Associate","M","Management",2,"FT",102473,8468,"Masters",38,3,0,"white",0,NA,NA
658,2017-01-28,"Manager","F","Management",1,"FT",160614,8354,"PhD",40,3,0,"white",0,NA,NA
659,2017-01-28,"Sales Associate","F","Sales",6,"FT",89570,7411,"College",41,3,0,"white",0,NA,NA
660,2017-01-28,"Marketing Associate","F","Sales",4,"FT",73989,8780,"College",34,3,0,"white",0,NA,NA
661,2017-01-28,"Financial Analyst","F","Management",3,"FT",67762,7449,"College",32,3,0,"white",0,NA,NA
662,2017-01-28,"Financial Analyst","M","Administration",2,"FT",90307,7663,"College",41,5,0,"white",0,NA,NA
663,2017-01-28,"Driver","F","Management",2,"FT",77751,6554,"High School",39,4,1,"white",0,NA,NA
664,2017-01-28,"Data Scientist","F","Management",2,"FT",87150,6814,"College",40,4,1,"white",0,NA,NA
665,2017-01-28,"Driver","F","Sales",5,"FT",79291,5000,"College",36,4,1,"asian",0,NA,NA
666,2017-01-28,"Graphic Designer","M","Engineering",5,"FT",79144,8328,"Masters",30,4,0,"asian",0,NA,NA
667,2017-01-28,"Manager","M","Engineering",6,"FT",150467,8100,"PhD",40,2,0,"white",0,NA,NA
668,2017-01-28,"Driver","F","Engineering",5,"FT",57070,6615,"College",31,1,1,"white",0,NA,NA
669,2017-01-28,"Marketing Associate","F","Sales",2,"FT",102201,7640,"College",45,5,0,"white",0,NA,NA
670,2017-01-28,"Driver","M","Engineering",2,"FT",70088,8244,"College",34,3,0,"white",0,NA,NA
671,2017-01-28,"Marketing Associate","F","Operations",5,"FT",57782,7144,"College",31,4,0,"white",0,NA,NA
672,2017-01-28,"Manager","M","Operations",2,"FT",117629,6291,"College",47,2,0,"white",0,NA,NA
673,2017-01-28,"Sales Associate","M","Administration",1,"FT",118653,7036,"College",47,2,1,"african american",0,NA,NA
674,2017-01-28,"Marketing Associate","F","Management",4,"FT",71772,5764,"College",34,2,0,"white",1,NA,NA
675,2017-01-28,"Software Engineer","M","Sales",4,"FT",134758,7500,"Masters",41,3,0,"white",0,NA,NA
676,2017-01-28,"Marketing Associate","F","Administration",3,"FT",66438,6935,"College",33,2,0,"white",0,NA,NA
677,2017-01-28,"Warehouse Associate","M","Operations",2,"FT",87134,6184,"High School",45,5,0,"african american",0,NA,NA
678,2017-01-28,"Marketing Associate","F","Operations",3,"FT",79674,6993,"College",36,1,0,"white",0,NA,NA
679,2017-01-28,"Marketing Associate","F","Engineering",4,"FT",85161,6682,"College",38,2,0,"white",0,NA,NA
680,2017-01-28,"Warehouse Associate","F","Management",6,"FT",114479,6700,"College",47,4,1,"african american",0,NA,NA
681,2017-01-28,"Marketing Associate","M","Operations",1,"FT",65547,6530,"College",32,5,0,"white",0,NA,NA
682,2017-01-28,"Data Scientist","F","Administration",1,"FT",71946,6386,"College",34,3,1,"white",0,NA,NA
683,2017-01-28,"Financial Analyst","M","Operations",3,"FT",96777,7736,"College",42,3,0,"white",0,NA,NA
684,2017-01-28,"Marketing Associate","F","Administration",4,"FT",62054,6955,"College",32,3,0,"white",0,NA,NA
685,2017-01-28,"Software Engineer","M","Sales",2,"FT",61527,6345,"College",31,2,0,"white",0,NA,NA
686,2017-01-28,"Warehouse Associate","F","Management",1,"FT",64624,8253,"High School",38,4,1,"white",0,NA,NA
687,2017-01-28,"Driver","M","Administration",3,"FT",118629,6740,"High School",49,2,0,"white",0,NA,NA
688,2017-01-28,"Data Scientist","M","Management",1,"FT",80171,6454,"PhD",31,5,0,"white",0,NA,NA
689,2017-01-28,"Sales Associate","F","Administration",5,"FT",105410,6363,"College",46,3,0,"white",0,NA,NA
690,2017-01-28,"Software Engineer","M","Management",4,"FT",112134,8587,"PhD",36,3,0,"white",0,NA,NA
691,2017-01-28,"Warehouse Associate","F","Engineering",6,"FT",90005,6631,"Masters",34,4,0,"white",0,NA,NA
692,2017-01-28,"Marketing Associate","F","Operations",2,"FT",70374,7466,"College",34,4,0,"white",0,NA,NA
693,2017-01-28,"Manager","M","Administration",5,"FT",121682,7189,"College",48,5,0,"white",0,NA,NA
694,2017-01-28,"Marketing Associate","F","Operations",5,"FT",104355,7555,"College",46,4,0,"asian",0,NA,NA
695,2017-01-28,"IT","F","Engineering",2,"FT",75811,5520,"College",34,2,0,"white",0,NA,NA
696,2017-01-28,"Sales Associate","M","Engineering",2,"FT",113544,6839,"Masters",37,2,0,"white",0,NA,NA
697,2017-01-28,"Graphic Designer","F","Operations",5,"FT",107025,6577,"College",47,3,1,"white",0,NA,NA
698,2017-01-28,"Financial Analyst","M","Operations",4,"FT",78564,7875,"College",36,3,0,"white",1,NA,NA
699,2017-01-28,"Financial Analyst","M","Operations",2,"FT",91905,7614,"College",45,5,0,"white",0,NA,NA
700,2017-01-28,"Financial Analyst","M","Engineering",6,"FT",121728,7932,"College",48,2,0,"white",1,NA,NA
701,2017-01-28,"Marketing Associate","M","Management",5,"FT",54817,6519,"College",30,5,0,"white",0,NA,NA
702,2017-01-28,"Sales Associate","M","Operations",5,"FT",37898,6448,"College",26,1,0,"african american",0,NA,NA
703,2017-01-28,"IT","M","Operations",1,"FT",79544,6760,"Masters",30,3,0,"african american",1,NA,NA
704,2017-01-28,"Data Scientist","F","Engineering",2,"FT",40056,7632,"College",27,3,0,"african american",0,NA,NA
705,2017-01-28,"IT","F","Operations",6,"FT",70846,7404,"College",34,3,0,"white",0,NA,NA
706,2017-01-28,"Marketing Associate","F","Sales",2,"FT",79707,7196,"College",36,3,0,"white",0,NA,NA
707,2017-01-28,"Software Engineer","M","Operations",6,"FT",124817,7268,"College",48,3,0,"white",0,NA,NA
708,2017-01-28,"Manager","M","Management",2,"FT",123114,6946,"College",48,2,0,"white",0,NA,NA
709,2017-01-28,"Financial Analyst","F","Operations",2,"FT",62377,6999,"College",32,3,0,"white",0,NA,NA
710,2017-01-28,"Data Scientist","M","Sales",3,"FT",82850,5794,"Masters",33,1,0,"african american",0,NA,NA
711,2017-01-28,"IT","F","Sales",4,"FT",75932,7003,"College",35,5,0,"asian",0,NA,NA
712,2017-01-28,"Manager","M","Management",4,"FT",121949,6739,"PhD",39,1,1,"white",0,NA,NA
713,2017-01-28,"Marketing Associate","F","Sales",3,"FT",82755,7325,"Masters",33,3,0,"white",0,NA,NA
714,2017-01-28,"Data Scientist","M","Administration",4,"FT",122037,8147,"PhD",39,3,0,"white",0,NA,NA
715,2017-01-28,"Warehouse Associate","F","Administration",2,"FT",78021,6970,"College",36,3,1,"white",0,NA,NA
716,2017-01-28,"IT","M","Sales",6,"FT",56309,7559,"College",30,1,0,"white",0,NA,NA
717,2017-01-28,"Financial Analyst","M","Management",5,"FT",90002,8123,"Masters",34,2,0,"white",1,NA,NA
718,2017-01-28,"IT","M","Sales",3,"FT",91066,6257,"College",43,2,0,"white",0,NA,NA
719,2017-01-28,"Manager","M","Management",5,"FT",118088,7721,"College",47,1,0,"native american",0,NA,NA
720,2017-01-28,"Software Engineer","M","Operations",4,"FT",92099,7246,"Masters",34,5,0,"white",1,NA,NA
721,2017-01-28,"Financial Analyst","F","Administration",4,"FT",116758,7744,"College",47,4,1,"white",0,NA,NA
722,2017-01-28,"Marketing Associate","F","Sales",2,"FT",96500,8092,"College",42,2,0,"white",0,NA,NA
723,2017-01-28,"Manager","M","Management",1,"FT",138851,6929,"College",48,2,0,"white",0,NA,NA
724,2017-01-28,"Marketing Associate","F","Administration",6,"FT",49632,7169,"College",29,5,0,"white",0,NA,NA
725,2017-01-28,"Driver","F","Management",2,"FT",76700,7242,"College",35,2,0,"white",0,NA,NA
726,2017-01-28,"IT","M","Management",1,"FT",131275,6997,"College",47,4,0,"white",0,NA,NA
727,2017-01-28,"Manager","M","Operations",1,"FT",89648,6573,"College",41,2,0,"white",0,NA,NA
728,2017-01-28,"Graphic Designer","F","Administration",2,"FT",100516,6737,"College",45,3,0,"white",0,NA,NA
729,2017-01-28,"Manager","M","Operations",6,"FT",112854,6564,"College",47,3,0,"white",0,NA,NA
730,2017-01-28,"Software Engineer","M","Sales",1,"FT",155676,6586,"Masters",42,3,0,"white",0,NA,NA
731,2017-01-28,"Driver","M","Sales",4,"FT",135781,6042,"College",48,3,0,"white",0,NA,NA
732,2017-01-28,"Sales Associate","F","Engineering",5,"FT",84935,6122,"College",38,5,0,"african american",0,NA,NA
733,2017-01-28,"Warehouse Associate","M","Engineering",1,"FT",66407,7522,"High School",39,4,1,"white",0,NA,NA
734,2017-01-28,"Driver","F","Sales",2,"FT",101249,7329,"College",45,5,1,"white",0,NA,NA
735,2017-01-28,"Manager","M","Administration",6,"FT",143189,6321,"Masters",42,3,1,"asian",0,NA,NA
736,2017-01-28,"Graphic Designer","M","Engineering",4,"FT",105800,7822,"PhD",37,2,0,"white",0,NA,NA
737,2017-01-28,"Software Engineer","M","Operations",4,"FT",124871,7327,"College",48,4,1,"white",0,NA,NA
738,2017-01-28,"Data Scientist","M","Sales",5,"FT",83894,6922,"PhD",31,2,0,"white",0,NA,NA
739,2017-01-28,"Manager","F","Management",5,"FT",144146,6340,"High School",50,4,0,"white",0,NA,NA
740,2017-01-28,"Marketing Associate","F","Sales",2,"FT",69268,7106,"College",33,5,0,"white",1,NA,NA
741,2017-01-28,"Sales Associate","M","Sales",4,"FT",85948,7646,"High School",45,4,0,"white",0,NA,NA
742,2017-01-28,"Software Engineer","M","Engineering",2,"FT",92289,6643,"Masters",34,3,0,"white",0,NA,NA
743,2017-01-28,"Financial Analyst","M","Operations",1,"FT",75397,6490,"College",33,2,0,"white",0,NA,NA
744,2017-01-28,"Software Engineer","M","Engineering",1,"FT",102597,5937,"College",45,4,0,"white",0,NA,NA
745,2017-01-28,"Sales Associate","F","Engineering",2,"FT",127561,7552,"PhD",39,3,0,"white",0,NA,NA
746,2017-01-28,"Warehouse Associate","M","Sales",1,"FT",72945,7279,"High School",38,3,0,"white",0,NA,NA
747,2017-01-28,"Software Engineer","M","Management",5,"FT",145632,6439,"PhD",40,1,0,"white",0,NA,NA
748,2017-01-28,"Marketing Associate","F","Sales",6,"FT",77223,5272,"Masters",30,2,0,"white",0,NA,NA
749,2017-01-28,"Manager","M","Operations",6,"FT",130093,6416,"Masters",41,2,1,"white",0,NA,NA
750,2017-01-28,"Marketing Associate","M","Administration",2,"FT",53220,5153,"College",30,2,0,"white",0,NA,NA
751,2017-01-28,"Warehouse Associate","F","Engineering",5,"FT",92080,6897,"College",43,5,0,"asian",0,NA,NA
752,2017-01-28,"Graphic Designer","F","Sales",2,"FT",118762,6545,"College",47,3,1,"white",0,NA,NA
753,2017-01-28,"Sales Associate","F","Operations",1,"FT",85398,7113,"College",39,3,0,"white",0,NA,NA
754,2017-01-28,"Data Scientist","M","Operations",2,"FT",75227,6027,"College",34,3,0,"white",1,NA,NA
755,2017-01-28,"Data Scientist","M","Administration",5,"FT",104314,6611,"Masters",39,3,1,"asian",0,NA,NA
